city,run_type,nodes,num_vehicles,num_requests,seed,trial,rtv_graph_build_time,percent_serviced,avg_waiting_time,max_waiting_time,avg_detour_factor,max_detour_factor,vmt,total_run_time,solve_time,qubo_build_time,time_min_cost_prep,time_qubo_gen,time_compress,time_quantum_solve,time_decode,time_vehicle_assignment,time_metrics_calc,time_struct_stats,time_total_quantum_block,ilp_num_vars,ilp_num_constraints,ilp_num_integer_vars,ilp_num_nonzero_coeffs,energy_gap,argmin_preservation,condition_number,real_quantum_hardware,K,infeasible_windows,arrival_violations,mean_slack,min_slack,max_slack,p25_slack,median_slack,p75_slack,base_qubo_vars,base_qubo_couplers,base_qubo_graph_density,base_node_density_avg,base_node_density_max,base_node_density_min,base_degree_avg,base_degree_max,base_degree_min,base_qubo_max_abs,base_qubo_min_nonzero_abs,base_qubo_dynamic_range,comp_qubo_vars,comp_qubo_couplers,comp_qubo_graph_density,comp_node_density_avg,comp_node_density_max,comp_node_density_min,comp_degree_avg,comp_degree_max,comp_degree_min,comp_qubo_max_abs,comp_qubo_min_nonzero_abs,comp_qubo_dynamic_range,qubo_logical_qubits,time_greedy_build_candidates,greedy_edges_total,time_greedy_sort,time_greedy_select,time_greedy_total,greedy_sort_work,greedy_assignments,lambda_val,M_val,num_reads,num_sweeps,cost_alpha,raw_selected_trips,raw_kept_trips,raw_dropped_trips,raw_violation_rate,raw_infeasible_instance,base_qubo_logical_qubits,ilp_num_binary_vars,ilp_num_continuous_vars,ilp_status,ilp_sol_status,ilp_optimal,ilp_has_incumbent,ilp_time_limit_s,ilp_time_limit_hit,ilp_incumbent_objective,ilp_best_bound,ilp_optimality_gap,ilp_used_warm_start_fallback,ilp_solve_time_limit_s,ilp_solve_wall_time_s
32_Phoenix_City,Classical,15324,5,5,50545,4,0.1126937000080943,100.0,393.3048307692308,1402.3418461538463,3.443642584712383,7.416780292700661,1147.256,0.0256105000153183,0.0254818000248633,,,,,,,,,,,68.0,10.0,68.0,172.0,,,,,,0,5,2190.2,1341.0,3262.0,1890.0,2187.0,2271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
32_Phoenix_City,Quantum,15324,5,5,50545,4,0.1126937000080943,100.0,574.691476923077,1402.3418461538463,3.445606373500979,7.000190763763607,1365.1689230769232,0.3481433999841101,0.3468861999572254,0.00018380000256,1.4699995517730711e-05,0.0001691000070422,,0.3468861999572254,8.100003469735384e-06,0.0002704000216908,9.469996439293028e-05,7.850001566112041e-05,0.3481433999841101,,,,,,,,0.0,,0,5,2190.2,1341.0,3262.0,1890.0,2187.0,2271.0,35.0,60.0,0.1008403361344537,0.2016806722689075,0.2352941176470588,0.1176470588235294,6.857142857142857,8.0,4.0,50000.0,20174.020307692303,2.47843509808182,,,,,,,,,,,,,,,,,,,,,5000.0,25000.0,1000.0,1000.0,1.0,6.0,3.0,3.0,0.5,1.0,35.0,,,,,,,,,,,,,,
32_Phoenix_City,ClassicalGreedy,15324,5,5,50546,5,0.1170199000043794,100.0,192.66467692307688,603.1452307692307,1.48341284555375,1.7864407319566438,1797.8606153846154,0.000179200025741,4.760001320391893e-05,,,,,,,,,,,,,,,,,,,,0,5,3066.6,1826.0,4647.0,2038.0,3226.0,3596.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.71000137925148e-05,39.0,4.700035788118839e-06,9.7999582067132e-06,3.160000778734684e-05,167.5943639112763,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
32_Phoenix_City,Classical,15324,5,5,50546,5,0.1170199000043794,100.0,192.66467692307688,603.1452307692307,1.48341284555375,1.7864407319566438,1797.8606153846154,0.0421305999625474,0.0419784999685362,,,,,,,,,,,44.0,10.0,44.0,105.0,,,,,,0,5,3066.6,1826.0,4647.0,2038.0,3226.0,3596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
32_Phoenix_City,Quantum,15324,5,5,50546,5,0.1170199000043794,60.0,0.0,0.0,1.8082288555263903,2.1081253347438325,1419.4676923076922,0.3526972999679856,0.3515459000482224,0.0001767000067047,1.1499971151351929e-05,0.0001652000355534,,0.3515459000482224,8.000002708286047e-06,0.000166000041645,4.509999416768551e-05,9.019998833537102e-05,0.3526972999679856,,,,,,,,0.0,,0,5,3066.6,1826.0,4647.0,2038.0,3226.0,3596.0,35.0,60.0,0.1008403361344537,0.2016806722689075,0.2352941176470588,0.1176470588235294,6.857142857142857,8.0,4.0,50000.0,20230.704,2.471490858647332,,,,,,,,,,,,,,,,,,,,,5000.0,25000.0,1000.0,1000.0,1.0,6.0,3.0,3.0,0.5,1.0,35.0,,,,,,,,,,,,,,
32_Phoenix_City,ClassicalGreedy,15324,5,5,50547,6,0.1116422000341117,100.0,449.6992615384616,1646.0683076923078,1.150514088701473,1.4819827350318422,1149.2953846153844,0.0002629999653436,7.889996049925685e-05,,,,,,,,,,,,,,,,,,,,0,5,3740.8,3014.0,4486.0,3043.0,3905.0,4256.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.300000051036477e-05,61.0,7.0999376475811005e-06,1.360004534944892e-05,4.369998350739479e-05,304.23818214564824,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
32_Phoenix_City,Classical,15324,5,5,50547,6,0.1116422000341117,100.0,10.150030769230762,50.75015384615381,1.16566297970107,1.213610929438267,1126.855692307692,0.0453667999827303,0.0452030000160448,,,,,,,,,,,66.0,10.0,66.0,166.0,,,,,,0,5,3740.8,3014.0,4486.0,3043.0,3905.0,4256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
32_Phoenix_City,Quantum,15324,5,5,50547,6,0.1116422000341117,100.0,348.6029538461538,1646.0683076923078,1.5831169404806538,2.577811745776347,1437.7067692307687,0.3495123000466265,0.3483161999611184,0.0002050000475719,1.680001150816679e-05,0.0001882000360637,,0.3483161999611184,7.700000423938036e-06,0.000196999986656,6.019999273121357e-05,7.98000255599618e-05,0.3495123000466265,,,,,,,,0.0,,0,5,3740.8,3014.0,4486.0,3043.0,3905.0,4256.0,35.0,60.0,0.1008403361344537,0.2016806722689075,0.2352941176470588,0.1176470588235294,6.857142857142857,8.0,4.0,50000.0,20157.388,2.480480109823753,,,,,,,,,,,,,,,,,,,,,5000.0,25000.0,1000.0,1000.0,1.0,8.0,4.0,4.0,0.5,1.0,35.0,,,,,,,,,,,,,,
32_Phoenix_City,ClassicalGreedy,15324,5,5,50548,7,0.1188896999810822,100.0,230.41778461538456,657.4464615384613,1.3545416955719718,1.4820383131563075,1702.234769230769,0.0002194999833591,8.080003317445517e-05,,,,,,,,,,,,,,,,,,,,0,4,3544.4,2528.0,4555.0,2720.0,3628.0,4291.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.63999861292541e-05,52.0,5.699985194951296e-06,1.1499971151351929e-05,5.359994247555733e-05,246.4385618977473,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
32_Phoenix_City,Classical,15324,5,5,50548,7,0.1188896999810822,100.0,488.66516923076927,1676.052923076923,1.526305382189106,2.305979014696435,1652.4304615384617,0.0629920000210404,0.0628464000183157,,,,,,,,,,,57.0,10.0,57.0,141.0,,,,,,0,4,3544.4,2528.0,4555.0,2720.0,3628.0,4291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
32_Phoenix_City,Quantum,15324,5,5,50548,7,0.1188896999810822,100.0,488.66516923076927,1676.052923076923,1.570028378414981,1.985611977447571,1847.6012307692304,0.3498276000027545,0.3487482000491582,0.0002084999578073,1.5400000847876072e-05,0.0001930999569594,,0.3487482000491582,7.500057108700275e-06,0.0001811000402085,7.339997682720423e-05,8.030002936720848e-05,0.3498276000027545,,,,,,,,0.0,,0,4,3544.4,2528.0,4555.0,2720.0,3628.0,4291.0,35.0,60.0,0.1008403361344537,0.2016806722689075,0.2352941176470588,0.1176470588235294,6.857142857142857,8.0,4.0,50000.0,20197.040615384616,2.4756102120185712,,,,,,,,,,,,,,,,,,,,,5000.0,25000.0,1000.0,1000.0,1.0,6.0,3.0,3.0,0.5,1.0,35.0,,,,,,,,,,,,,,
32_Phoenix_City,ClassicalGreedy,15324,5,5,50549,8,0.0566347999847494,20.0,1337.492923076923,1337.492923076923,4.6659798338246095,4.6659798338246095,301.0030769230769,5.569995846599341e-05,2.269999822601676e-05,,,,,,,,,,,,,,,,,,,,0,4,2420.8,1261.0,3606.0,1442.0,2571.0,3224.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.499983672052622e-06,1.0,1.800013706088066e-06,2.800021320581436e-06,1.0100018698722124e-05,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
32_Phoenix_City,Classical,15324,5,5,50549,8,0.0566347999847494,20.0,1337.492923076923,1337.492923076923,4.6659798338246095,4.6659798338246095,301.0030769230769,0.0317802000208757,0.0317337000160478,,,,,,,,,,,6.0,10.0,6.0,7.0,,,,,,0,4,2420.8,1261.0,3606.0,1442.0,2571.0,3224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
32_Phoenix_City,Quantum,15324,5,5,50549,8,0.0566347999847494,20.0,1337.492923076923,1337.492923076923,4.6659798338246095,4.6659798338246095,301.0030769230769,0.0092361000133678,0.0086636000196449,9.159999899566174e-05,6.600050255656242e-06,8.499994874000549e-05,,0.0086636000196449,1.9000144675374031e-06,5.2499992307275534e-05,1.3299984857439997e-05,3.559998003765941e-05,0.0092361000133678,,,,,,,,0.0,,0,4,2420.8,1261.0,3606.0,1442.0,2571.0,3224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4698.996923076923,4698.996923076923,1.0,,,,,,,,,,,,,,,,,,,,,5000.0,25000.0,1000.0,1000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,
32_Phoenix_City,ClassicalGreedy,15324,5,5,50550,9,0.1198024000041186,100.0,38.25421538461537,191.2710769230769,1.4468649598495198,1.898270195688904,1328.986769230769,0.0002654999843798,0.0001031000283546,,,,,,,,,,,,,,,,,,,,0,5,2477.2,1502.0,3704.0,1659.0,1819.0,3702.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.529999569058418e-05,57.0,1.1399970389902592e-05,2.069998299703002e-05,7.73999490775168e-05,278.3559659302772,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
32_Phoenix_City,Classical,15324,5,5,50550,9,0.1198024000041186,100.0,38.25421538461537,191.2710769230769,1.432422309657239,1.853127924394521,1321.2870769230765,0.0356401000171899,0.0354769999976269,,,,,,,,,,,62.0,10.0,62.0,155.0,,,,,,0,5,2477.2,1502.0,3704.0,1659.0,1819.0,3702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
32_Phoenix_City,Quantum,15324,5,5,50550,9,0.1198024000041186,100.0,227.1796307692308,1135.898153846154,1.4795399273382934,1.7274740513807427,1485.522461538461,0.3492804000270553,0.3481240000110119,0.0001856000162661,1.2800039257854223e-05,0.0001727999770082,,0.3481240000110119,7.499998901039362e-06,0.0002459999523125,8.130003698170185e-05,8.530000923201442e-05,0.3492804000270553,,,,,,,,0.0,,0,5,2477.2,1502.0,3704.0,1659.0,1819.0,3702.0,35.0,60.0,0.1008403361344537,0.2016806722689075,0.2352941176470588,0.1176470588235294,6.857142857142857,8.0,4.0,50000.0,20085.796307692308,2.489321271313071,,,,,,,,,,,,,,,,,,,,,5000.0,25000.0,1000.0,1000.0,1.0,8.0,3.0,5.0,0.625,1.0,35.0,,,,,,,,,,,,,,
32_Phoenix_City,ClassicalGreedy,15324,5,5,50551,10,0.114514400018379,100.0,730.3512615384616,1738.432923076923,1.6881011727723134,2.294395947323849,1185.5784615384612,0.0009004000457935,0.000780800008215,,,,,,,,,,,,,,,,,,,,0,5,3542.8,2386.0,4426.0,3313.0,3779.0,3810.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.579995922744274e-05,62.0,0.0005547999753616,0.0001247000182047,0.0007352999527938,310.98461940551505,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
32_Phoenix_City,Classical,15324,5,5,50551,10,0.114514400018379,100.0,681.9137846153847,1738.432923076923,1.619446665022667,2.4421158828789578,1003.0990769230766,0.0256882000248879,0.0255431000259704,,,,,,,,,,,67.0,10.0,67.0,169.0,,,,,,0,5,3542.8,2386.0,4426.0,3313.0,3779.0,3810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,
