seed,trial,num_vehicles,num_requests,real_quantum_hardware,request_id,served,slack,detour_factor
101043,2,10,10,0,10,1,1842.0,4.82536597469192
101044,3,10,10,0,1,1,1705.0,1.5603554437015679
101044,3,10,10,0,2,1,4009.0,1.943919535403024
101044,3,10,10,0,3,1,1409.0,1.7111156013414202
101044,3,10,10,0,4,1,4540.0,1.5603554437015679
101044,3,10,10,0,5,1,2324.0,1.2190605909664571
101044,3,10,10,0,6,1,4579.0,1.2190605909664571
101044,3,10,10,0,7,1,4415.0,1.943919535403024
101044,3,10,10,0,8,1,1300.0,1.924647005515386
101044,3,10,10,0,9,1,2631.0,1.924647005515386
101044,3,10,10,0,10,1,4047.0,2.8881435294993683
101045,4,10,10,0,1,1,3663.0,1.7197821048322726
101045,4,10,10,0,2,1,4319.0,1.6033105782527282
101045,4,10,10,0,3,1,1555.0,1.6210038071529063
101045,4,10,10,0,4,1,1509.0,1.074869811040024
101045,4,10,10,0,5,1,3228.0,1.376558463202337
101045,4,10,10,0,6,1,3462.0,1.598623488280079
101045,4,10,10,0,7,1,1676.0,1.074869811040024
101045,4,10,10,0,8,1,1231.0,1.7197821048322726
101045,4,10,10,0,9,1,4312.0,1.6033105782527282
101045,4,10,10,0,10,1,3496.0,1.6210038071529063
101046,5,10,10,0,1,1,3657.0,3.3170480230625485
101046,5,10,10,0,2,1,1298.0,1.2683277793823677
101046,5,10,10,0,3,1,2237.0,1.0042559334973595
101046,5,10,10,0,4,1,2339.0,3.3170480230625485
101046,5,10,10,0,5,1,1355.0,1.4851434048514338
101046,5,10,10,0,6,1,1326.0,1.0042559334973595
101046,5,10,10,0,7,1,3913.0,1.144467992169932
101046,5,10,10,0,8,1,1985.0,1.1519476876589978
101046,5,10,10,0,9,1,2384.0,1.370129693691787
101046,5,10,10,0,10,1,2089.0,2.641991036818633
101047,6,10,10,0,1,1,1225.0,1.4395636104852465
101047,6,10,10,0,2,1,4566.0,1.7095760162996019
101047,6,10,10,0,3,1,1209.0,1.4040000888908641
101047,6,10,10,0,4,1,2583.0,1.4395636104852465
101047,6,10,10,0,5,1,3254.0,1.2573786153600306
101047,6,10,10,0,6,1,4230.0,1.2573786153600306
101047,6,10,10,0,7,0,2361.0,
101047,6,10,10,0,8,1,4424.0,1.153053042009943
101047,6,10,10,0,9,1,2280.0,1.7095760162996019
101047,6,10,10,0,10,1,4268.0,1.153053042009943
101048,7,10,10,0,1,1,3477.0,1.4218510462881442
101048,7,10,10,0,2,1,1737.0,1.6906707222804067
101048,7,10,10,0,3,1,2300.0,1.278903488246081
101048,7,10,10,0,4,1,1556.0,1.4218510462881442
101048,7,10,10,0,5,1,4125.0,1.316478401827372
101048,7,10,10,0,6,1,2372.0,1.316478401827372
101048,7,10,10,0,7,1,1789.0,1.278903488246081
101048,7,10,10,0,8,1,1598.0,0.9724830031310348
101048,7,10,10,0,9,1,4004.0,0.9724830031310348
101048,7,10,10,0,10,1,4073.0,1.6906707222804067
101049,8,10,10,0,1,1,3367.0,2.04154613762585
101049,8,10,10,0,2,1,4047.0,1.6864097710667212
101049,8,10,10,0,3,0,2542.0,
101049,8,10,10,0,4,1,3265.0,2.04154613762585
101049,8,10,10,0,5,1,3302.0,1.953991336353853
101049,8,10,10,0,6,1,3402.0,2.46403243628795
101049,8,10,10,0,7,1,2269.0,1.3331490266722
101049,8,10,10,0,8,1,3236.0,1.20284955980478
101049,8,10,10,0,9,1,2565.0,2.0863320373701617
101049,8,10,10,0,10,1,3429.0,1.6864097710667212
101050,9,10,10,0,1,1,1890.0,0.7959734684687338
101050,9,10,10,0,2,1,3322.0,0.7959734684687338
101050,9,10,10,0,3,1,4518.0,1.6490523686831169
101050,9,10,10,0,4,1,1365.0,1.6490523686831169
101050,9,10,10,0,5,1,4417.0,1.1412670220314929
101050,9,10,10,0,6,1,4694.0,1.732569763957983
101050,9,10,10,0,7,1,4161.0,1.752632418096934
101050,9,10,10,0,8,1,3514.0,1.1663221404041924
101050,9,10,10,0,9,1,3362.0,1.5581495284311186
101050,9,10,10,0,10,1,3567.0,1.732569763957983
101051,10,10,10,0,1,1,4669.0,1.3207806669115365
101051,10,10,10,0,2,1,4644.0,1.2205068015372889
101051,10,10,10,0,3,1,2867.0,1.4019297280248175
101051,10,10,10,0,4,1,4518.0,1.3207806669115365
101051,10,10,10,0,5,1,2224.0,1.528426425800104
101051,10,10,10,0,6,0,2216.0,
101051,10,10,10,0,7,1,3010.0,1.4019297280248175
101051,10,10,10,0,8,1,2517.0,1.487236289894839
101051,10,10,10,0,9,1,3591.0,1.2205068015372889
101051,10,10,10,0,10,1,2722.0,1.487236289894839
201042,1,10,20,0,1,1,1442.0,1.359858556345043
201042,1,10,20,0,2,1,4056.0,1.189555003417155
201042,1,10,20,0,3,1,3720.0,3.5754641533036824
201042,1,10,20,0,4,1,2987.0,1.685275683200245
201042,1,10,20,0,5,1,4639.0,1.685275683200245
201042,1,10,20,0,6,1,1385.0,1.0860274114151554
201042,1,10,20,0,7,0,1263.0,
201042,1,10,20,0,8,1,2638.0,3.088262034330576
201042,1,10,20,0,9,1,3560.0,1.71878584904766
201042,1,10,20,0,10,1,2738.0,1.0860274114151554
