city,num_vehicles,num_requests,seed,trial,cap_per_request,n_trips_pruned,tree_vars,pair_vars,tree_couplers,pair_couplers,tree_density,pair_density,tree_degree_max,pair_degree_max,couplers_pair_over_tree,aux_vars_tree
32_Phoenix_City,80,80,808045,4,30,1726,5098,1726,10116,80354,0.0007786178424942925,0.05397685861588325,8.0,304.0,7.943258204824041,3372
32_Phoenix_City,80,80,808046,5,30,1744,5152,1744,10224,81591,0.0007705191417936094,0.053681962450062376,8.0,292.0,7.980340375586854,3408
32_Phoenix_City,80,160,1608042,1,30,3742,11066,3742,21972,216296,0.00035888681385784623,0.030902028756419647,8.0,534.0,9.844165301292554,7324
32_Phoenix_City,80,160,1608043,2,30,3732,11036,3732,21912,211413,0.0003598553680971268,0.030366504329330773,8.0,534.0,9.64827491785323,7304
32_Phoenix_City,80,160,1608044,3,30,3861,11423,3861,22686,223423,0.0003477487605797916,0.029982702003427394,8.0,480.0,9.848496870316495,7562
32_Phoenix_City,80,160,1608045,4,30,3773,11159,3773,22158,215975,0.0003559171531909158,0.03035113867888123,8.0,546.0,9.747043957035833,7386
32_Phoenix_City,80,160,1608046,5,30,3780,11180,3780,22200,222530,0.0003552533732667996,0.03115658659453314,8.0,546.0,10.023873873873875,7400
32_Phoenix_City,90,90,909042,1,30,1975,5835,1975,11580,94673,0.0006803482466491527,0.048567068087671375,8.0,314.0,8.175561312607945,3860
32_Phoenix_City,90,90,909043,2,30,1988,5874,1988,11658,96149,0.0006758652283688777,0.04868111537873441,8.0,342.0,8.247469548807686,3886
32_Phoenix_City,90,90,909044,3,30,1965,5805,1965,11520,93517,0.0006838373962891136,0.048463695112534524,8.0,328.0,8.117795138888889,3840
32_Phoenix_City,90,90,909045,4,30,2002,5916,2002,11742,97218,0.0006711029647525201,0.04853617147470221,8.0,326.0,8.279509453244762,3914
32_Phoenix_City,90,90,909046,5,30,1950,5760,1950,11430,92284,0.000689138739364473,0.04856349738853587,8.0,330.0,8.073840769903763,3810
32_Phoenix_City,90,180,1809042,1,30,4273,12639,4273,25098,244126,0.0003142519966702661,0.026747296630440596,8.0,498.0,9.726910510797673,8366
32_Phoenix_City,90,180,1809043,2,30,4350,12870,4350,25560,262650,0.00030865086424958986,0.027766985672489117,8.0,596.0,10.275821596244132,8520
32_Phoenix_City,90,180,1809044,3,30,4239,12537,4239,24894,240279,0.0003167904432363293,0.02674985563501057,8.0,540.0,9.652084839720414,8298
32_Phoenix_City,90,180,1809045,4,30,4307,12741,4307,25302,256238,0.00031175390588758007,0.027632783495171072,8.0,600.0,10.127183621848076,8434
32_Phoenix_City,90,180,1809046,5,30,4344,12852,4344,25524,262560,0.0003090801334929739,0.02783421089121632,8.0,600.0,10.286788904560414,8508
