lambda_val,M_val,mean_percent_serviced,std_percent_serviced,median_percent_serviced,min_percent_serviced,max_percent_serviced,n_runs,sem_percent_serviced,rank,tied_with_best
2500.0,5000.0,97.33333333333333,2.5819888974716125,95.0,95.0,100.0,15,0.666666666666667,1,True
2500.0,25000.0,97.33333333333333,2.5819888974716116,95.0,95.0,100.0,15,0.6666666666666667,2,True
5000.0,25000.0,97.33333333333333,2.5819888974716108,95.0,95.0,100.0,15,0.6666666666666665,3,True
5000.0,50000.0,97.33333333333333,2.5819888974716125,95.0,95.0,100.0,15,0.666666666666667,4,True
20000.0,40000.0,97.0,2.5354627641855494,95.0,95.0,100.0,15,0.6546536707079771,5,True
40000.0,80000.0,97.0,2.535462764185549,95.0,95.0,100.0,15,0.6546536707079769,6,True
40000.0,200000.0,96.66666666666667,3.0860669992418392,95.0,90.0,100.0,15,0.796819072889596,7,True
40000.0,400000.0,96.66666666666667,3.0860669992418392,95.0,90.0,100.0,15,0.796819072889596,8,True
10000.0,50000.0,96.33333333333333,2.2886885410853166,95.0,95.0,100.0,15,0.5909368402852787,9,False
10000.0,100000.0,96.33333333333333,2.968084198523318,95.0,90.0,100.0,15,0.7663560447348132,10,False
20000.0,100000.0,96.33333333333333,2.96808419852332,95.0,90.0,100.0,15,0.7663560447348138,11,False
10000.0,20000.0,96.0,2.0701966780270635,95.0,95.0,100.0,15,0.534522483824849,12,False
2500.0,12500.0,95.66666666666667,2.5819888974716116,95.0,90.0,100.0,15,0.6666666666666667,13,False
5000.0,10000.0,95.66666666666667,2.5819888974716116,95.0,90.0,100.0,15,0.6666666666666667,14,False
20000.0,200000.0,95.66666666666667,2.581988897471615,95.0,90.0,100.0,15,0.6666666666666676,15,False
