lambda_val,M_val,mean_percent_serviced,std_percent_serviced,median_percent_serviced,min_percent_serviced,max_percent_serviced,n_runs,sem_percent_serviced,rank,tied_with_best
40000.0,200000.0,71.11111111111111,11.318329168362204,70.0,50.0,90.0,18,2.6677557688834708,1,True
10000.0,50000.0,70.0,9.074852129730306,70.0,50.0,80.0,18,2.1389631597324943,2,True
2500.0,5000.0,69.52380952380952,9.206622874969131,70.0,50.0,80.0,21,2.0090498199741904,3,True
2500.0,12500.0,69.5,9.445132413883332,70.0,50.0,80.0,20,2.111995813392981,4,True
5000.0,10000.0,69.44444444444444,9.983646759294881,70.0,50.0,80.0,18,2.3531681081561704,5,True
5000.0,25000.0,69.44444444444444,9.983646759294881,70.0,50.0,80.0,18,2.3531681081561704,6,True
10000.0,20000.0,69.44444444444444,9.983646759294881,70.0,50.0,80.0,18,2.3531681081561704,7,True
20000.0,40000.0,69.44444444444444,9.983646759294881,70.0,50.0,80.0,18,2.3531681081561704,8,True
20000.0,100000.0,69.44444444444444,10.55641551364534,70.0,50.0,80.0,18,2.4881709982404976,9,True
40000.0,80000.0,69.44444444444444,9.983646759294881,70.0,50.0,80.0,18,2.3531681081561704,10,True
40000.0,400000.0,67.77777777777777,12.62842524557225,70.0,50.0,90.0,18,2.976548375617177,11,False
5000.0,50000.0,67.77777777777777,11.143742932064958,70.0,50.0,80.0,18,2.6266053983542643,12,False
20000.0,200000.0,66.66666666666667,11.37592917989042,70.0,50.0,80.0,18,2.681332221799479,13,False
2500.0,25000.0,65.0,10.981267472114393,70.0,50.0,80.0,18,2.588309565185115,14,False
10000.0,100000.0,64.44444444444444,10.966377611066322,70.0,50.0,80.0,18,2.5847999912791093,15,False
