lambda_val,M_val,mean_percent_serviced,std_percent_serviced,median_percent_serviced,min_percent_serviced,max_percent_serviced,n_runs,sem_percent_serviced,rank,tied_with_best
20000.0,200000.0,96.44444444444447,2.3457718351633217,96.66666666666669,90.0,100.0,15,0.6056756834393303,1,True
10000.0,20000.0,96.0,1.8687063686046352,96.66666666666669,93.33333333333331,100.0,15,0.48249790963716604,2,True
20000.0,40000.0,95.77777777777779,2.6626954557266096,96.66666666666669,90.0,100.0,15,0.6875050104034218,3,False
40000.0,80000.0,95.77777777777779,1.9787227990155591,96.66666666666669,93.33333333333331,100.0,15,0.5109040298232124,4,False
40000.0,400000.0,95.55555555555557,1.6265001215809067,96.66666666666669,93.33333333333331,96.66666666666669,15,0.4199605255658127,5,False
10000.0,100000.0,95.33333333333333,2.1081851067789317,96.66666666666669,93.33333333333331,100.0,15,0.5443310539518205,6,False
40000.0,200000.0,95.33333333333333,3.5186577527449963,96.66666666666669,90.0,100.0,15,0.908513525158999,7,False
2500.0,12500.0,95.11111111111111,3.051584721447098,96.66666666666669,90.0,100.0,15,0.7879157870470407,8,False
2500.0,25000.0,95.1111111111111,2.1331349114072946,93.33333333333331,93.33333333333331,100.0,15,0.5507730658062724,9,False
2500.0,5000.0,94.88888888888889,2.7793646261093152,93.33333333333331,90.0,100.0,15,0.7176288606639588,10,False
10000.0,50000.0,94.88888888888889,2.4774111765240336,93.33333333333331,90.0,100.0,15,0.6396648152257137,11,False
20000.0,100000.0,94.88888888888889,2.133134911407295,93.33333333333331,93.33333333333331,100.0,15,0.5507730658062725,12,False
5000.0,10000.0,94.88888888888889,1.7213259316477636,93.33333333333331,93.33333333333331,96.66666666666669,15,0.4444444444444503,13,False
5000.0,25000.0,94.66666666666667,1.6903085094570518,93.33333333333331,93.33333333333331,96.66666666666669,15,0.43643578047198955,14,False
5000.0,50000.0,94.0,1.8687063686046406,93.33333333333331,90.0,96.66666666666669,15,0.48249790963716743,15,False
