lambda_val,M_val,mean_percent_serviced,std_percent_serviced,median_percent_serviced,min_percent_serviced,max_percent_serviced,n_runs,sem_percent_serviced,rank,tied_with_best
40000.0,400000.0,95.04761904761905,2.282310390622799,94.28571428571428,91.42857142857144,100.0,15,0.5892900089172163,1,True
5000.0,10000.0,95.04761904761904,2.282310390622797,94.28571428571428,88.57142857142857,97.14285714285714,15,0.5892900089172158,2,True
5000.0,25000.0,94.85714285714286,2.897671730497767,94.28571428571428,88.57142857142857,100.0,15,0.7481756236662586,3,True
10000.0,20000.0,94.85714285714286,2.4625474496323805,94.28571428571428,91.42857142857144,100.0,15,0.6358270174447838,4,True
5000.0,50000.0,94.85714285714285,1.6017483159468202,94.28571428571428,91.42857142857144,97.14285714285714,15,0.41356963683185405,5,True
2500.0,5000.0,94.47619047619047,2.282310390622802,94.28571428571428,91.42857142857144,100.0,15,0.5892900089172171,6,True
2500.0,25000.0,94.47619047619047,3.1422386528102435,94.28571428571428,88.57142857142857,97.14285714285714,15,0.8113225314762201,7,True
20000.0,200000.0,94.0952380952381,2.282310390622793,94.28571428571428,91.42857142857144,97.14285714285714,15,0.5892900089172147,8,False
40000.0,80000.0,94.0952380952381,2.2823103906227926,94.28571428571428,91.42857142857144,97.14285714285714,15,0.5892900089172146,9,False
20000.0,100000.0,94.09523809523809,2.9508444542532684,94.28571428571428,88.57142857142857,100.0,15,0.7619047619047614,10,False
10000.0,100000.0,94.09523809523809,2.7461431563521517,94.28571428571428,88.57142857142857,97.14285714285714,15,0.7090511140568903,11,False
10000.0,50000.0,93.90476190476191,2.3823125366651117,94.28571428571428,91.42857142857144,97.14285714285714,15,0.6151104519976749,12,False
40000.0,200000.0,93.90476190476191,2.3823125366651086,94.28571428571428,91.42857142857144,97.14285714285714,15,0.6151104519976741,13,False
20000.0,40000.0,93.14285714285714,2.3659390606023494,94.28571428571428,88.57142857142857,97.14285714285714,15,0.6108828386569679,14,False
2500.0,12500.0,93.14285714285714,3.0159923594956948,91.42857142857144,88.57142857142857,97.14285714285714,15,0.7787258787077093,15,False
