lambda_val,M_val,mean_percent_serviced,std_percent_serviced,median_percent_serviced,min_percent_serviced,max_percent_serviced,n_runs,sem_percent_serviced,rank,tied_with_best
40000.0,200000.0,98.66666666666667,1.6903085094570263,100.0,96.66666666666669,100.0,15,0.43643578047198295,1,True
5000.0,50000.0,98.22222222222223,2.133134911407279,100.0,93.33333333333331,100.0,15,0.5507730658062684,2,False
10000.0,20000.0,97.77777777777779,2.057377999494555,96.66666666666669,93.33333333333331,100.0,15,0.5312127152597295,3,False
10000.0,100000.0,97.55555555555557,1.9787227990155414,96.66666666666669,93.33333333333331,100.0,15,0.5109040298232078,4,False
2500.0,12500.0,97.33333333333333,2.2537446792760467,96.66666666666669,93.33333333333331,100.0,15,0.581914373962647,5,False
20000.0,100000.0,97.33333333333333,2.253744679276047,96.66666666666669,93.33333333333331,100.0,15,0.5819143739626471,6,False
40000.0,400000.0,97.33333333333333,3.13707982704774,96.66666666666669,90.0,100.0,15,0.8099905283919427,7,False
2500.0,5000.0,97.11111111111113,1.7213259316477396,96.66666666666669,93.33333333333331,100.0,15,0.4444444444444441,8,False
20000.0,40000.0,97.11111111111111,2.4774111765240248,96.66666666666669,93.33333333333331,100.0,15,0.6396648152257114,9,False
5000.0,10000.0,96.8888888888889,2.662695455726607,96.66666666666669,93.33333333333331,100.0,15,0.6875050104034212,10,False
2500.0,25000.0,96.66666666666667,2.5197631533948543,96.66666666666669,93.33333333333331,100.0,15,0.650600048632357,11,False
40000.0,80000.0,96.66666666666667,2.817180849095063,96.66666666666669,93.33333333333331,100.0,15,0.72739296745331,12,False
5000.0,25000.0,96.22222222222223,1.72132593164775,96.66666666666669,93.33333333333331,100.0,15,0.4444444444444468,13,False
10000.0,50000.0,96.22222222222223,2.4774111765240305,96.66666666666669,93.33333333333331,100.0,15,0.6396648152257128,14,False
20000.0,200000.0,96.22222222222223,2.4774111765240328,96.66666666666669,93.33333333333331,100.0,15,0.6396648152257134,15,False
