num_requests,num_vehicles,lambda_val,M_val,mean_percent_serviced,sem_percent_serviced,n_runs,rank,tied_with_best
80,40,10000.0,100000.0,93.5,0.8017837257372726,15,9,False
80,40,40000.0,400000.0,93.33333333333333,0.5807767103643082,15,10,False
80,40,2500.0,5000.0,93.16666666666667,0.6204197247997802,15,11,False
80,40,40000.0,80000.0,93.0,0.7400128699009553,15,12,False
80,40,2500.0,25000.0,93.0,0.36187343222787294,15,13,False
80,40,10000.0,50000.0,92.66666666666667,0.5704356452719487,15,14,False
80,40,5000.0,50000.0,92.0,0.8521681032463466,15,15,False
100,50,10000.0,100000.0,95.2,0.427617987059879,15,1,True
100,50,10000.0,20000.0,94.66666666666667,0.606839326555199,15,2,False
100,50,2500.0,25000.0,94.66666666666667,0.46462136829144685,15,3,False
100,50,2500.0,12500.0,94.53333333333333,0.5679257720333551,15,4,False
100,50,20000.0,100000.0,94.4,0.4000000000000005,15,5,False
100,50,20000.0,200000.0,94.4,0.5237229365663811,15,6,False
100,50,10000.0,50000.0,94.4,0.39999999999999974,15,7,False
100,50,5000.0,50000.0,94.13333333333334,0.7162512638843112,15,8,False
100,50,40000.0,400000.0,94.13333333333334,0.4125030062420522,15,9,False
100,50,40000.0,80000.0,93.86666666666666,0.6005288674451212,15,10,False
100,50,40000.0,200000.0,93.86666666666666,0.5679257720333554,15,11,False
100,50,20000.0,40000.0,93.73333333333333,0.4305773163983735,15,12,False
100,50,5000.0,10000.0,93.6,0.48599431703516455,15,13,False
100,50,2500.0,5000.0,93.46666666666667,0.6314508363524105,15,14,False
100,50,5000.0,25000.0,92.66666666666667,0.46462136829144635,15,15,False
120,60,40000.0,400000.0,94.44444444444444,0.4503574907654318,15,1,True
120,60,20000.0,200000.0,94.22222222222221,0.35881443033197985,15,2,True
120,60,40000.0,200000.0,93.88888888888889,0.5555555555555564,15,3,False
120,60,40000.0,80000.0,93.88888888888889,0.5555555555555575,15,4,False
120,60,10000.0,50000.0,93.77777777777779,0.6396648152257111,15,5,False
120,60,5000.0,10000.0,93.77777777777779,0.5507730658062688,15,6,False
120,60,10000.0,100000.0,93.44444444444444,0.5507730658062697,15,7,False
120,60,5000.0,25000.0,93.33333333333333,0.3984095364447959,15,8,False
120,60,20000.0,40000.0,93.22222222222223,0.4444444444444436,15,9,False
120,60,2500.0,25000.0,93.11111111111111,0.5834278079202875,15,10,False
120,60,10000.0,20000.0,93.0,0.590936840285279,15,11,False
120,60,2500.0,5000.0,93.0,0.4364357804719835,15,12,False
120,60,2500.0,12500.0,92.88888888888889,0.6396648152257118,15,13,False
120,60,20000.0,100000.0,92.77777777777779,0.53121271525973,15,14,False
120,60,5000.0,50000.0,92.44444444444444,0.6056756834393308,15,15,False
140,70,2500.0,25000.0,92.85714285714286,2.8571428571428608,2,1,True
140,70,2500.0,5000.0,92.57142857142858,0.5345224838248446,5,2,True
140,70,2500.0,12500.0,92.57142857142858,0.28571428571428303,5,3,True
180,90,20000.0,100000.0,93.25925925925927,0.41242698983925985,15,1,True
180,90,2500.0,25000.0,93.03703703703704,0.33362714858062154,15,2,True
180,90,10000.0,20000.0,92.81481481481481,0.4180898680452565,15,3,False
180,90,2500.0,5000.0,92.81481481481481,0.37353148348619514,15,4,False
180,90,20000.0,40000.0,92.74074074074073,0.3735314834861956,15,5,False
180,90,5000.0,10000.0,92.5925925925926,0.40086131057938107,15,6,False
180,90,10000.0,50000.0,92.51851851851852,0.4905535232380627,15,7,False
180,90,5000.0,50000.0,92.44444444444444,0.5109040298232094,15,8,False
180,90,40000.0,400000.0,92.37037037037038,0.4583366736022787,15,9,False
180,90,5000.0,25000.0,92.37037037037038,0.35744647098528,15,10,False
180,90,40000.0,200000.0,92.29629629629629,0.5139633627335835,15,11,False
180,90,2500.0,12500.0,92.22222222222223,0.5312127152597297,15,12,False
180,90,40000.0,80000.0,92.14814814814814,0.4400131827786613,15,13,False
180,90,10000.0,100000.0,92.07407407407408,0.4180898680452569,15,14,False
180,90,20000.0,200000.0,91.48148148148148,0.4008613105793818,15,15,False
