lambda_val,M_val,mean_percent_serviced,std_percent_serviced,median_percent_serviced,min_percent_serviced,max_percent_serviced,n_runs,sem_percent_serviced,rank,tied_with_best
40000.0,400000.0,94.44444444444444,1.7442270615742779,95.0,91.66666666666669,96.66666666666669,15,0.4503574907654318,1,True
20000.0,200000.0,94.22222222222221,1.3896823130546594,93.33333333333331,91.66666666666669,96.66666666666669,15,0.35881443033197985,2,True
40000.0,200000.0,93.88888888888889,2.151657414559679,95.0,88.33333333333333,96.66666666666669,15,0.5555555555555564,3,False
40000.0,80000.0,93.88888888888889,2.1516574145596836,93.33333333333331,90.0,96.66666666666669,15,0.5555555555555575,4,False
10000.0,50000.0,93.77777777777779,2.4774111765240234,95.0,86.66666666666667,96.66666666666669,15,0.6396648152257111,5,False
5000.0,10000.0,93.77777777777779,2.133134911407281,93.33333333333331,90.0,96.66666666666669,15,0.5507730658062688,6,False
10000.0,100000.0,93.44444444444444,2.1331349114072844,93.33333333333331,90.0,96.66666666666669,15,0.5507730658062697,7,False
5000.0,25000.0,93.33333333333333,1.5430334996209114,93.33333333333331,91.66666666666669,95.0,15,0.3984095364447959,8,False
20000.0,40000.0,93.22222222222223,1.7213259316477376,93.33333333333331,91.66666666666669,96.66666666666669,15,0.4444444444444436,9,False
2500.0,25000.0,93.11111111111111,2.259606183789573,93.33333333333331,86.66666666666667,95.0,15,0.5834278079202875,10,False
10000.0,20000.0,93.0,2.288688541085318,93.33333333333331,88.33333333333333,96.66666666666669,15,0.590936840285279,11,False
2500.0,5000.0,93.0,1.6903085094570283,93.33333333333331,90.0,95.0,15,0.4364357804719835,12,False
2500.0,12500.0,92.88888888888889,2.4774111765240265,93.33333333333331,88.33333333333333,96.66666666666669,15,0.6396648152257118,13,False
20000.0,100000.0,92.77777777777779,2.057377999494557,91.66666666666669,90.0,96.66666666666669,15,0.53121271525973,14,False
5000.0,50000.0,92.44444444444444,2.3457718351633234,91.66666666666669,88.33333333333333,96.66666666666669,15,0.6056756834393308,15,False
